Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured Single Channel at a Frequency of 1000 Hz
Time (s)	Voltage (V)
0	1.8310546875
0.001	1.8310546875
0.002	1.8310546875
0.003	1.8310546875
0.004	1.8310546875
0.005	1.826171875
0.006	1.8310546875
0.007	1.8359375
0.008	1.8310546875
0.009004	1.8310546875
0.01	1.826171875
0.011004	1.8310546875
0.012004	1.826171875
0.013004	1.8310546875
0.014004	1.826171875
0.015004	1.8212890625
0.016	1.826171875
0.017	1.826171875
0.018	1.8212890625
0.019	1.8310546875
0.02	1.826171875
0.021	1.8212890625
0.022	1.8212890625
0.023	1.8310546875
0.024	1.826171875
0.025	1.826171875
0.026	1.8310546875
0.027	1.8310546875
0.028	1.826171875
0.029	1.826171875
0.03	1.8310546875
0.031	1.8212890625
0.032	1.826171875
0.033	1.826171875
0.034	1.826171875
0.035	1.8310546875
0.036	1.826171875
0.037	1.826171875
0.038	1.8212890625
0.039	1.826171875
0.04	1.8310546875
0.041	1.826171875
0.042	1.826171875
0.043	1.826171875
0.044	1.8212890625
0.045	1.81640625
0.046	1.826171875
0.047	1.8212890625
0.048	1.826171875
0.049	1.81640625
0.05	1.81640625
0.051008	1.81640625
0.052	1.826171875
0.053004	1.826171875
0.054004	1.8212890625
0.055004	1.81640625
0.056004	1.8212890625
0.057004	1.8212890625
0.058	1.826171875
0.059	1.826171875
0.06	1.8212890625
0.061	1.8212890625
0.062	1.8212890625
0.063	1.826171875
0.064	1.826171875
0.065	1.826171875
0.066	1.826171875
0.067	1.81640625
0.068	1.81640625
0.069	1.8115234375
0.07	1.81640625
0.071	1.8212890625
0.072	1.8212890625
0.073	1.81640625
0.074	1.8212890625
0.075	1.81640625
0.076	1.8212890625
0.077	1.8212890625
0.078	1.8212890625
0.079	1.8115234375
0.08	1.81640625
0.081	1.8212890625
0.082	1.81640625
0.083	1.81640625
0.084	1.8212890625
0.085	1.8212890625
0.086	1.8212890625
0.087	1.81640625
0.088	1.8212890625
0.089	1.8212890625
0.09	1.826171875
0.091	1.81640625
0.092	1.81640625
0.093	1.8212890625
0.094004	1.81640625
0.095	1.8115234375
0.096	1.8212890625
0.097004	1.8212890625
0.098004	1.8212890625
0.099004	1.8212890625
0.100004	1.81640625
0.101	1.8212890625
0.102	1.8212890625
0.103	1.81640625
0.104	1.826171875
0.105	1.8212890625
0.106	1.8212890625
0.107	1.8212890625
0.108	1.8212890625
0.109	1.8115234375
0.11	1.81640625
0.111	1.8115234375
0.112	1.81640625
0.113	1.8212890625
0.114	1.8212890625
0.115	1.8115234375
0.116	1.8212890625
0.117	1.8212890625
0.118	1.8212890625
0.119	1.8212890625
0.12	1.8212890625
0.121	1.81640625
0.122	1.8115234375
0.123	1.826171875
0.124	1.8115234375
0.125	1.8212890625
0.126	1.81640625
0.127	1.8212890625
0.128	1.8212890625
0.129	1.81640625
0.13	1.81640625
0.131	1.8115234375
0.132	1.826171875
0.133	1.8212890625
0.134	1.81640625
0.135	1.8212890625
0.136	1.8212890625
0.137004	1.8212890625
0.138	1.8212890625
0.139004	1.8212890625
0.140004	1.81640625
0.141004	1.8115234375
0.142004	1.8115234375
0.143004	1.8212890625
0.144	1.81640625
0.145	1.81640625
0.146	1.81640625
0.147	1.8212890625
0.148	1.8212890625
0.149	1.8212890625
0.15	1.81640625
0.151	1.8212890625
0.152	1.8212890625
0.153	1.8115234375
0.154	1.8115234375
0.155	1.8212890625
0.156	1.8212890625
0.157	1.8212890625
0.158	1.81640625
0.159	1.81640625
0.16	1.8212890625
0.161	1.81640625
0.162	1.8212890625
0.163	1.81640625
0.164	1.8212890625
0.165	1.81640625
0.166	1.8212890625
0.167	1.826171875
0.168	1.826171875
0.169	1.8212890625
0.17	1.8212890625
0.171	1.8212890625
0.172	1.81640625
0.173	1.826171875
0.174	1.826171875
0.175	1.826171875
0.176	1.8212890625
0.177	1.826171875
0.178	1.826171875
0.179008	1.8212890625
0.18	1.8212890625
0.181004	1.8212890625
0.182004	1.81640625
0.183004	1.8212890625
0.184004	1.8212890625
0.185004	1.8212890625
0.186	1.826171875
0.187	1.8212890625
0.188	1.8212890625
0.189	1.8212890625
0.19	1.81640625
0.191	1.8212890625
0.192	1.8212890625
0.193	1.8212890625
0.194	1.826171875
0.195	1.826171875
0.196	1.826171875
0.197	1.826171875
0.198	1.81640625
0.199	1.8212890625
0.2	1.8212890625
0.201	1.826171875
0.202	1.826171875
0.203	1.8310546875
0.204	1.826171875
0.205	1.8212890625
0.206	1.826171875
0.207	1.826171875
0.208	1.826171875
0.209	1.826171875
0.21	1.8212890625
0.211	1.8212890625
0.212	1.8212890625
0.213	1.826171875
0.214	1.8212890625
0.215	1.8212890625
0.216	1.8212890625
0.217	1.826171875
0.218	1.8310546875
0.219	1.826171875
0.22	1.8212890625
0.221	1.826171875
0.222004	1.8310546875
0.223	1.8310546875
0.224004	1.8310546875
0.225004	1.826171875
0.226004	1.8310546875
0.227004	1.8310546875
0.228004	1.8212890625
0.229	1.8310546875
0.23	1.8310546875
0.231	1.8310546875
0.232	1.8310546875
0.233	1.826171875
0.234	1.8310546875
0.235	1.8310546875
0.236	1.826171875
0.237	1.8310546875
0.238	1.826171875
0.239	1.826171875
0.24	1.826171875
0.241	1.81640625
0.242	1.8310546875
0.243	1.826171875
0.244	1.8310546875
0.245	1.8310546875
0.246	1.8310546875
0.247	1.8310546875
0.248	1.8310546875
0.249	1.8310546875
0.25	1.8359375
0.251	1.8359375
0.252	1.8359375
0.253	1.8310546875
0.254	1.8359375
0.255	1.8310546875
0.256	1.826171875
0.257	1.8310546875
0.258	1.8310546875
0.259	1.8359375
0.26	1.8359375
0.261	1.826171875
0.262	1.826171875
0.263	1.8310546875
0.264	1.826171875
