#multi:
;Hantel A-18.6g;;;;;;;Hantel B;;;;;;;Masse C-18.42g;;;;;;;
t;x;y;vx;vy;px;py;K;x;y;vx;vy;px;py;K;x;y;vx;vy;px;py;K;
0,000;-1,774E-2;-1,364E-2;;;;;;-2,729E-2;4,980E-2;;;;;;0,323;4,093E-3;;;;;
0,017;-1,773E-2;-1,369E-2;-1,164E-4;-2,626E-3;-2,165E-6;-4,885E-5;6,427E-8;-2,735E-2;4,975E-2;-2,384E-3;-1,203E-3;-4,433E-5;-2,238E-5;6,631E-8;0,305;7,981E-3;-0,792;0,177;-1,459E-2;3,263E-3;6,066E-3
0,033;-1,774E-2;-1,373E-2;-6,820E-4;-1,729E-4;-1,268E-5;-3,217E-6;4,603E-9;-2,737E-2;4,976E-2;-8,880E-4;6,389E-5;-1,652E-5;1,188E-6;7,371E-9;0,296;9,998E-3;-0,523;0,116;-9,636E-3;2,129E-3;2,644E-3
0,050;-1,775E-2;-1,370E-2;-2,210E-3;-2,497E-3;-4,111E-5;-4,644E-5;1,034E-7;-2,738E-2;4,976E-2;-2,108E-3;-2,348E-3;-3,920E-5;-4,367E-5;9,259E-8;0,288;1,183E-2;-0,791;0,167;-1,458E-2;3,071E-3;6,026E-3
0,067;-1,781E-2;-1,381E-2;-1,742E-3;-6,298E-3;-3,241E-5;-1,171E-4;3,971E-7;-2,744E-2;4,968E-2;-2,875E-3;-1,323E-3;-5,347E-5;-2,461E-5;9,315E-8;0,270;1,556E-2;-0,798;0,171;-1,470E-2;3,144E-3;6,134E-3
0,083;-1,781E-2;-1,391E-2;-4,197E-4;-1,555E-3;-7,806E-6;-2,892E-5;2,412E-8;-2,748E-2;4,971E-2;-1,585E-3;-1,559E-3;-2,948E-5;-2,899E-5;4,595E-8;0,261;1,752E-2;-0,534;0,112;-9,827E-3;2,055E-3;2,736E-3
0,100;-1,783E-2;-1,387E-2;1,758E-3;-1,558E-3;3,269E-5;-2,897E-5;5,129E-8;-2,749E-2;4,963E-2;-7,067E-4;-1,653E-3;-1,314E-5;-3,074E-5;3,005E-8;0,252;1,928E-2;-0,799;0,170;-1,472E-2;3,139E-3;6,145E-3
0,117;-1,775E-2;-1,396E-2;2,542E-3;-3,340E-3;4,729E-5;-6,213E-5;1,639E-7;-2,750E-2;4,966E-2;1,213E-4;4,773E-4;2,255E-6;8,877E-6;2,255E-9;0,234;2,320E-2;-0,795;0,174;-1,465E-2;3,206E-3;6,105E-3
0,133;-1,774E-2;-1,398E-2;1,853E-3;-8,981E-4;3,447E-5;-1,670E-5;3,945E-8;-2,748E-2;4,964E-2;2,208E-3;-3,508E-3;4,107E-5;-6,524E-5;1,598E-7;0,226;2,508E-2;-0,531;0,113;-9,789E-3;2,086E-3;2,719E-3
0,150;-1,769E-2;-1,399E-2;3,269E-3;-3,795E-3;6,080E-5;-7,059E-5;2,333E-7;-2,743E-2;4,954E-2;2,020E-3;-5,630E-3;3,757E-5;-1,047E-4;3,327E-7;0,217;2,698E-2;-0,794;0,170;-1,462E-2;3,125E-3;6,068E-3
