;Masse A;;;;;;;
t;x;y;vx;vy;px;py;K;
0,000;8,305E-2;0,292;;;;;
0,017;9,018E-2;0,279;0,420;-0,752;7,729E-3;-1,386E-2;6,834E-3
0,033;9,704E-2;0,267;0,602;-1,130;1,109E-2;-2,081E-2;1,510E-2
0,050;0,110;0,242;0,598;-1,120;1,101E-2;-2,062E-2;1,483E-2
0,067;0,117;0,229;0,406;-0,742;7,479E-3;-1,366E-2;6,586E-3
0,083;0,124;0,217;0,602;-1,134;1,110E-2;-2,088E-2;1,518E-2
0,100;0,137;0,192;0,599;-1,125;1,103E-2;-2,071E-2;1,495E-2
0,117;0,144;0,180;0,403;-0,744;7,417E-3;-1,371E-2;6,598E-3
0,133;0,150;0,167;0,614;-1,122;1,131E-2;-2,067E-2;1,507E-2
0,150;0,164;0,142;0,608;-1,112;1,119E-2;-2,049E-2;1,479E-2
0,167;0,171;0,130;0,402;-0,744;7,412E-3;-1,370E-2;6,589E-3
0,183;0,178;0,117;0,403;-0,737;7,430E-3;-1,358E-2;6,501E-3
0,200;0,184;0,105;0,594;-1,103;1,093E-2;-2,031E-2;1,444E-2
0,217;0,197;8,055E-2;0,596;-1,104;1,099E-2;-2,033E-2;1,450E-2
0,233;0,204;6,845E-2;0,600;-1,094;1,105E-2;-2,015E-2;1,434E-2
0,250;0,217;4,408E-2;0,590;-1,091;1,087E-2;-2,009E-2;1,417E-2
0,267;0,224;3,208E-2;0,396;-0,735;7,289E-3;-1,354E-2;6,419E-3
0,283;0,231;1,958E-2;0,385;-0,627;7,084E-3;-1,156E-2;4,988E-3
0,300;0,237;1,117E-2;0,407;0,298;7,493E-3;5,487E-3;2,341E-3
0,317;0,244;2,951E-2;0,350;0,905;6,440E-3;1,668E-2;8,677E-3
0,333;0,248;4,135E-2;0,235;0,699;4,326E-3;1,288E-2;5,011E-3
0,350;0,252;5,282E-2;0,346;1,055;6,366E-3;1,944E-2;1,136E-2
0,367;0,260;7,653E-2;0,347;1,058;6,395E-3;1,949E-2;1,142E-2
0,383;0,264;8,808E-2;0,229;0,690;4,225E-3;1,271E-2;4,869E-3
0,400;0,267;9,953E-2;0,342;1,037;6,305E-3;1,910E-2;1,099E-2
0,417;0,275;0,123;0,352;1,055;6,489E-3;1,943E-2;1,139E-2
0,433;0,279;0,135;0,236;0,711;4,343E-3;1,310E-2;5,167E-3
0,450;0,283;0,146;0,345;1,060;6,360E-3;1,953E-2;1,145E-2
0,467;0,291;0,170;0,350;1,061;6,445E-3;1,955E-2;1,151E-2
0,483;0,294;0,182;0,352;1,063;6,477E-3;1,959E-2;1,155E-2
0,500;0,302;0,205;0,470;1,413;8,660E-3;2,603E-2;2,043E-2
0,517;0,310;0,229;0,353;1,047;6,502E-3;1,929E-2;1,125E-2
0,533;0,314;0,240;0,236;0,699;4,345E-3;1,287E-2;5,009E-3
0,550;0,318;0,252;0,350;1,050;6,440E-3;1,933E-2;1,127E-2
0,567;0,326;0,275;0,346;1,054;6,364E-3;1,941E-2;1,132E-2
0,583;0,330;0,287;0,349;1,065;6,430E-3;1,962E-2;1,157E-2
0,600;0,337;0,311;0,358;1,060;6,598E-3;1,952E-2;1,153E-2
0,617;0,341;0,323;0,239;0,712;4,407E-3;1,311E-2;5,192E-3
0,633;0,345;0,335;0,352;1,065;6,475E-3;1,962E-2;1,158E-2
0,650;0,353;0,358;0,354;1,061;6,528E-3;1,955E-2;1,153E-2
0,667;0,357;0,370;0,245;0,711;4,521E-3;1,309E-2;5,205E-3
0,683;0,361;0,382;0,361;1,052;6,657E-3;1,938E-2;1,140E-2
0,700;0,369;0,405;0,357;1,052;6,574E-3;1,939E-2;1,137E-2
0,717;0,373;0,417;0,235;0,705;4,332E-3;1,298E-2;5,084E-3
0,733;0,377;0,429;0,348;1,054;6,401E-3;1,941E-2;1,133E-2
0,750;0,385;0,452;0,352;1,044;6,480E-3;1,924E-2;1,119E-2
0,767;0,389;0,463;0,349;1,040;6,433E-3;1,916E-2;1,109E-2
0,783;0,396;0,487;0,347;1,049;6,391E-3;1,933E-2;1,125E-2
0,800;0,400;0,498;0,351;1,046;6,459E-3;1,927E-2;1,121E-2
0,817;0,408;0,521;0,352;1,046;6,487E-3;1,926E-2;1,121E-2
0,833;0,412;0,533;0,233;0,702;4,301E-3;1,293E-2;5,041E-3
0,850;0,416;0,545;0,352;1,040;6,481E-3;1,915E-2;1,110E-2
0,867;0,424;0,568;0,356;1,026;6,558E-3;1,891E-2;1,087E-2
0,883;0,428;0,579;0,358;1,021;6,599E-3;1,881E-2;1,078E-2
0,900;0,436;0,602;0,359;1,020;6,607E-3;1,880E-2;1,078E-2
0,917;0,440;0,613;0,233;0,672;4,295E-3;1,238E-2;4,658E-3
0,933;0,444;0,624;0,350;1,016;6,449E-3;1,871E-2;1,063E-2
0,950;0,451;0,647;0,354;1,024;6,518E-3;1,886E-2;1,080E-2
0,967;0,455;0,658;0,235;0,682;4,336E-3;1,257E-2;4,799E-3
0,983;0,459;0,670;0,356;1,014;6,564E-3;1,867E-2;1,063E-2
1,000;0,467;0,692;0,356;1,013;6,564E-3;1,865E-2;1,061E-2
1,017;0,471;0,703;;;;;
