Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured two channels at a Frequency of 500 Hz
Time (s)	Ch.1 (V)	Ch.2 (V)
0	3.3447265625	2.7880859375
0.002	2.2021484375	1.884765625
0.004004	1.4599609375	1.953125
0.006	2.529296875	2.880859375
0.008004	3.3837890625	2.900390625
0.01	2.392578125	1.97265625
0.012004	1.435546875	1.8505859375
0.013996	2.3291015625	2.763671875
0.015996	3.37890625	2.98828125
0.017996	2.6025390625	2.0947265625
0.019996	1.474609375	1.7822265625
0.021996	2.138671875	2.6416015625
0.023996	3.3349609375	3.0419921875
0.026004	2.7734375	2.216796875
0.028	1.533203125	1.7333984375
0.030004	1.9677734375	2.529296875
0.032	3.251953125	3.06640625
0.034004	2.94921875	2.333984375
0.036	1.6259765625	1.7236328125
0.038004	1.8310546875	2.3974609375
0.04	3.154296875	3.0810546875
0.042004	3.076171875	2.4609375
0.044	1.7333984375	1.728515625
0.046004	1.7041015625	2.28515625
0.048	3.0419921875	3.06640625
0.050004	3.1884765625	2.578125
0.052	1.8505859375	1.748046875
0.054004	1.6015625	2.177734375
0.055996	2.9052734375	3.0419921875
0.057996	3.28125	2.685546875
0.059996	1.9921875	1.77734375
0.061996	1.5283203125	2.080078125
0.063996	2.7783203125	2.998046875
0.065996	3.3349609375	2.7734375
0.068004	2.109375	1.8359375
0.07	1.484375	1.982421875
0.072004	2.6611328125	2.9443359375
0.074	3.369140625	2.8515625
0.076004	2.2412109375	1.884765625
0.078	1.4453125	1.9140625
0.080004	2.5341796875	2.890625
0.082	3.388671875	2.919921875
0.084004	2.3681640625	1.953125
0.086	1.4453125	1.8603515625
0.088004	2.412109375	2.8271484375
0.09	3.388671875	2.9736328125
0.092004	2.4755859375	2.021484375
0.094	1.4453125	1.806640625
0.096004	2.3046875	2.7490234375
0.097996	3.37890625	3.017578125
0.099996	2.587890625	2.0849609375
0.101996	1.4599609375	1.77734375
0.103996	2.2021484375	2.6904296875
0.105996	3.3642578125	3.0419921875
0.107996	2.67578125	2.1484375
0.109996	1.484375	1.748046875
0.112004	2.1240234375	2.63671875
0.114	3.3349609375	3.0615234375
0.116004	2.7490234375	2.2021484375
0.118	1.5087890625	1.728515625
0.120004	2.0458984375	2.5830078125
0.122	3.3154296875	3.0810546875
0.124004	2.8173828125	2.2509765625
0.126	1.54296875	1.71875
0.128004	1.9775390625	2.529296875
0.13	3.2763671875	3.0908203125
0.132004	2.880859375	2.2998046875
0.134	1.5673828125	1.7138671875
0.136004	1.93359375	2.490234375
0.138	3.251953125	3.1005859375
0.140004	2.9296875	2.333984375
0.141996	1.5966796875	1.7041015625
0.143996	1.8798828125	2.4365234375
0.145996	3.22265625	3.095703125
0.147996	2.96875	2.3779296875
0.149996	1.6162109375	1.689453125
0.151996	1.8505859375	2.412109375
0.154004	3.203125	3.1103515625
0.156	3.0029296875	2.4072265625
0.158004	1.6357421875	1.7041015625
0.16	1.8115234375	2.392578125
0.162004	3.1884765625	3.1103515625
0.164	3.0126953125	2.431640625
0.166004	1.6552734375	1.69921875
0.168	1.8017578125	2.373046875
0.170004	3.1787109375	3.1103515625
