Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured two channels at a Frequency of 500 Hz
Time (s)	Ch.1 (V)	Ch.2 (V)
0	2.8564453125	0.4296875
0.002	2.8564453125	0.419921875
0.004004	2.8662109375	0.439453125
0.006	2.861328125	0.4150390625
0.008004	2.8515625	0.4296875
0.01	2.8564453125	0.4296875
0.012004	2.8564453125	0.4248046875
0.014	2.8515625	0.4296875
0.015996	2.8564453125	0.4248046875
0.017996	2.8564453125	0.4345703125
0.019996	2.8564453125	0.4296875
0.021996	2.8564453125	0.4296875
0.023996	2.8564453125	0.4296875
0.025996	2.8564453125	0.4345703125
0.027996	2.8564453125	0.4345703125
0.030004	2.8515625	0.4296875
0.032	2.861328125	0.4345703125
0.034004	2.8564453125	0.4296875
0.036	2.8515625	0.4345703125
0.038004	2.8515625	0.439453125
0.04	2.8564453125	0.439453125
0.042004	2.8564453125	0.419921875
0.044	2.8466796875	0.4345703125
0.046004	2.8515625	0.439453125
0.048	2.8466796875	0.439453125
0.050004	2.8564453125	0.44921875
0.052	2.8564453125	0.4296875
0.054004	2.8564453125	0.439453125
0.056	2.8466796875	0.44921875
0.058004	2.8564453125	0.4345703125
0.059996	2.8466796875	0.44921875
0.061996	2.8564453125	0.4443359375
0.063996	2.8466796875	0.439453125
0.065996	2.8564453125	0.4443359375
0.067996	2.8564453125	0.4443359375
0.069996	2.8466796875	0.4443359375
0.072004	2.8564453125	0.4443359375
0.074	2.8466796875	0.4443359375
0.076004	2.8515625	0.44921875
0.078	2.8564453125	0.44921875
0.080004	2.8466796875	0.4638671875
0.082	2.8564453125	0.458984375
0.084004	2.8564453125	0.458984375
0.086	2.8564453125	0.4541015625
0.088004	2.8564453125	0.44921875
0.09	2.8515625	0.4443359375
0.092004	2.8466796875	0.4638671875
0.094	2.8564453125	0.44921875
0.096004	2.8515625	0.44921875
0.098	2.8564453125	0.4443359375
0.100004	2.8466796875	0.4541015625
0.101996	2.8466796875	0.458984375
